Id,MSSubClass,MSZoning,LotFrontage,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,LotArea2,TotalBsmtSF2,GrLivArea2,MasVnrArea2,GarageArea2,TotalSF,TotalBath,LivingAreaQuality,TotalOutdoorArea,OverallScore,TotalArea,OverallQualCond,BedBathRatio,LotFrontageToLotAreaRatio,LivingAreaToTotalAreaRatio,LogTotalArea,ExteriorComposite,BasementScore,NeighborhoodHouseStyle,SeasonSold,AgeAtSale,YearsSinceRemodel,YearsSinceOutdoorAddition,AgeAtSaleTotalArea
11,20,3,70.0,0.0,3,3,4,19,2,2,0,2,5.0,5,3,1,6,6,-1,0.0,2,2,1,3.0,3.0,1.0,3.0,906,1.0,0,134,1,4,1,4,1040,3,2,5,0,0.0,5,1965.0,1.0,1,384,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,129500,0.0026711292678326054,1081600,1081600,0.0,147456,2080,2.0,5200.0,0,25.0,2464,25.0,1.5,0.006249442014105883,0.42190669371196754,7.80994708647679,12,9.0,19_2,1,43,43,43,105952
12,60,3,85.0,0.0,2,3,4,16,2,2,0,5,9.0,5,3,1,14,15,2,286.0,4,2,2,5.0,3.0,1.0,6.0,998,1.0,0,177,1,4,1,4,2324,4,4,11,2,4.0,3,2005.0,3.0,3,736,3.0,3.0,2,147,21,0,0,0.0,0.0,-1,6,5,345000,0.0030324985435424834,1380625,5400976,81796.0,541696,3499,4.0,20916.0,168,45.0,4235,45.0,1.0,0.007127882599580713,0.5486307837582625,8.351374706721296,29,14.0,16_5,3,1,0,1,4235
13,20,3,0.0,0.0,1,3,4,19,2,2,0,2,5.0,6,3,1,6,10,-1,0.0,2,2,1,3.0,3.0,1.0,5.0,737,1.0,0,175,1,2,1,4,912,2,2,4,0,0.0,5,1962.0,1.0,1,352,3.0,3.0,2,140,0,0,176,0.0,0.0,-1,8,4,144000,0.003593430250396822,831744,831744,0.0,123904,1824,2.0,4560.0,316,30.0,2176,30.0,1.0,0.0,0.41892512632062473,7.685703061234547,16,11.0,19_2,4,46,46,46,100096
14,20,3,91.0,0.0,2,3,4,5,2,2,0,2,7.0,5,1,1,12,13,2,306.0,3,2,2,4.0,3.0,3.0,1.0,0,1.0,0,1494,1,4,1,4,1494,3,3,7,1,4.0,1,2006.0,2.0,3,840,3.0,3.0,2,160,33,0,0,0.0,0.0,-1,6,5,279500,0.002412652539066127,2232036,2232036,93636.0,705600,2988,2.0,10458.0,193,35.0,3828,35.0,1.0,0.008542194686942645,0.39018020370854006,8.250358951477294,25,8.0,5_2,3,1,0,1,3828
15,20,3,0.0,0.0,2,3,0,12,2,2,0,2,6.0,5,3,1,8,8,1,212.0,2,2,1,3.0,3.0,1.0,4.0,733,1.0,0,520,1,2,1,4,1253,2,2,5,1,2.0,1,1960.0,2.0,1,352,3.0,3.0,2,0,213,176,0,0.0,2.0,-1,8,4,157000,0.0025374411366548433,1570009,1570009,44944.0,123904,2506,2.5,7518.0,389,30.0,2858,30.0,0.8,0.0,0.4382651276670164,7.958227192322312,16,10.0,12_2,2,48,48,48,137184
16,45,4,51.0,0.0,3,3,0,3,2,2,0,1,7.0,8,1,1,13,14,-1,0.0,2,2,0,3.0,3.0,1.0,1.0,0,1.0,0,832,1,4,1,0,854,2,2,5,0,0.0,5,1991.0,1.0,2,576,3.0,3.0,2,48,112,0,0,0.0,4.0,-1,8,4,132000,0.0007719703885775549,692224,729316,0.0,331776,1686,1.0,5978.0,160,56.0,2262,56.0,1.0,0.008331971900016338,0.3773751657092355,7.724446645633537,27,7.0,3_1,3,78,6,78,176436
17,20,3,0.0,0.0,2,3,1,12,2,2,0,2,6.0,7,1,1,13,14,1,180.0,2,2,1,3.0,3.0,1.0,5.0,578,1.0,0,426,1,4,1,4,1004,2,2,5,1,3.0,1,1970.0,3.0,2,480,3.0,3.0,2,0,0,0,0,0.0,0.0,2,8,4,149000,0.0026909891085427195,1008016,1008016,32400.0,230400,2008,2.0,6024.0,0,42.0,2488,42.0,1.0,0.0,0.4033748493370832,7.819636302367592,27,11.0,12_2,2,40,40,40,99520
18,90,3,72.0,0.0,3,3,4,19,2,2,2,2,4.0,5,1,1,8,8,-1,0.0,2,2,3,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2,1,4,1296,2,2,6,0,0.0,4,1967.0,1.0,2,516,3.0,3.0,2,0,0,0,0,0.0,0.0,2,8,4,90000,0.002476987944801309,0,1679616,0.0,266256,1296,2.0,5184.0,0,20.0,1812,20.0,0.6666666666666666,0.006671608598962194,0.7148372862658577,7.502738210754851,16,0.0,19_2,4,39,39,39,70668
19,20,3,66.0,0.0,3,3,4,20,5,2,0,2,5.0,5,1,1,12,13,-1,0.0,2,2,2,3.0,3.0,1.0,6.0,646,1.0,0,468,1,4,1,4,1114,3,3,6,0,0.0,5,2004.0,1.0,2,576,3.0,3.0,2,0,102,0,0,0.0,0.0,-1,8,4,159000,0.004011831643518409,1240996,1240996,0.0,331776,2228,2.5,5570.0,102,25.0,2804,25.0,1.2,0.0048189252336448595,0.39714795008912657,7.9391588179567965,25,12.0,20_2,3,4,4,4,11216
20,20,3,70.0,0.0,3,3,4,12,2,2,0,2,5.0,6,3,1,3,10,-1,0.0,2,2,1,3.0,3.0,1.0,2.0,504,1.0,0,525,1,2,1,4,1339,3,2,6,0,0.0,1,1958.0,1.0,1,294,3.0,3.0,2,0,0,0,0,0.0,3.0,-1,0,0,139000,0.0011971753152271553,1058841,1792921,0.0,86436,2368,1.0,6695.0,0,30.0,2662,30.0,1.5,0.009258034651501124,0.5028163725122042,7.887208585813932,13,8.0,12_2,2,51,44,51,135762
21,60,3,101.0,0.0,2,3,0,16,2,2,0,5,8.0,5,1,1,12,13,1,380.0,3,2,2,5.0,3.0,3.0,1.0,0,1.0,0,1158,1,4,1,4,2376,4,3,9,1,4.0,3,2005.0,2.0,3,853,3.0,3.0,2,240,154,0,0,0.0,0.0,-1,6,5,325300,0.0043250973670732225,1340964,5645376,144400.0,727609,3534,3.5,19008.0,394,40.0,4387,40.0,0.8888888888888888,0.007104670793472144,0.5414767547857794,8.38662882139512,25,9.0,16_5,4,1,0,1,4387
22,45,4,57.0,1.0,3,0,4,9,2,2,0,1,7.0,7,1,1,13,14,-1,0.0,2,2,2,3.0,3.0,1.0,1.0,0,1.0,0,637,1,4,1,1,1108,3,3,6,1,4.0,1,1930.0,1.0,1,280,3.0,3.0,0,0,0,205,0,0.0,4.0,-1,8,4,139400,0.0011612149217800453,405769,1227664,0.0,78400,1745,1.0,7756.0,205,49.0,2025,49.0,1.5,0.007651006711409396,0.5468904244817374,7.613818684808629,27,7.0,9_1,3,77,57,77,155925
23,20,3,75.0,0.0,3,3,4,5,2,2,0,2,8.0,5,3,1,12,13,1,281.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1777,1,4,1,4,1795,3,3,7,1,4.0,1,2002.0,2.0,2,534,3.0,3.0,2,171,159,0,0,0.0,0.0,-1,8,4,230000,0.002012068625027808,3157729,3222025,78961.0,285156,3572,2.0,14360.0,330,40.0,4106,40.0,1.0,0.007697834342604947,0.4370586803019235,8.320448113956559,25,8.0,5_2,4,6,6,6,24636
24,120,4,44.0,0.0,3,3,4,10,2,2,4,2,5.0,7,1,1,5,5,-1,0.0,2,2,2,4.0,3.0,1.0,6.0,840,1.0,0,200,1,2,1,4,1060,3,2,6,1,3.0,1,1976.0,1.0,2,572,3.0,3.0,2,100,110,0,0,0.0,0.0,-1,8,4,129900,0.0003486428287093606,1081600,1123600,0.0,327184,2100,2.0,5300.0,210,35.0,2672,35.0,1.5,0.010414201183431953,0.39655817433595214,7.890956716138919,10,13.0,10_2,3,31,31,31,82832
25,20,3,0.0,0.0,2,3,4,19,2,2,0,2,5.0,8,1,1,9,10,-1,0.0,2,3,1,3.0,3.0,2.0,3.0,188,5.0,668,204,1,4,1,4,1060,3,3,6,1,3.0,1,1968.0,1.0,1,270,3.0,3.0,2,406,90,0,0,0.0,3.0,-1,8,4,154000,0.0014312183881665529,1123600,1123600,0.0,72900,2120,2.0,5300.0,496,40.0,2390,40.0,1.5,0.0,0.44332915098285236,7.779466967458324,19,9.0,19_2,2,42,9,42,100380
26,20,3,110.0,0.0,3,3,0,16,2,2,0,2,8.0,5,1,1,12,13,2,640.0,3,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1566,1,4,1,4,1600,3,3,7,1,4.0,1,2007.0,2.0,3,890,3.0,3.0,2,0,56,0,0,0.0,0.0,-1,8,4,256300,0.004334307097015465,2452356,2560000,409600.0,792100,3166,2.0,12800.0,56,40.0,4056,40.0,1.0,0.00772960438479376,0.39438008380576783,8.308199063206446,25,8.0,16_2,3,2,2,2,8112
27,20,3,60.0,0.0,3,3,0,12,2,2,0,2,5.0,7,1,1,13,14,-1,0.0,2,2,1,3.0,3.0,2.0,4.0,234,3.0,486,180,1,2,1,4,900,3,3,5,0,0.0,5,2005.0,1.0,2,576,3.0,3.0,2,222,32,0,0,0.0,0.0,-1,8,4,134800,0.0010824818810650921,810000,810000,0.0,331776,1800,1.5,4500.0,254,35.0,2376,35.0,1.5,0.008332176086654632,0.37862852334875896,7.773594467360194,27,10.0,12_2,2,59,10,59,140184
28,20,3,98.0,0.0,3,3,4,16,2,2,0,2,8.0,5,1,1,12,13,2,200.0,3,2,2,5.0,3.0,1.0,6.0,1218,1.0,0,486,1,4,1,4,1704,3,3,7,1,4.0,1,2008.0,2.0,3,772,3.0,3.0,2,0,50,0,0,0.0,0.0,-1,8,4,306000,0.0028072108171738764,2903616,2903616,40000.0,595984,3408,3.0,13632.0,50,40.0,4180,40.0,1.0,0.008537329035630281,0.40755800047835444,8.338305731356565,25,14.0,16_2,2,3,2,3,12540
29,20,3,47.0,0.0,2,3,1,12,2,2,0,2,5.0,6,1,1,8,8,-1,0.0,2,2,1,3.0,3.0,4.0,4.0,1277,1.0,0,207,1,2,1,4,1600,2,2,6,2,4.0,1,1957.0,2.0,1,319,3.0,3.0,2,288,258,0,0,0.0,0.0,-1,8,4,207500,0.005713195634525842,2202256,2560000,0.0,101761,3084,2.0,8000.0,546,30.0,3403,30.0,1.0,0.002879549074868276,0.4700352526439483,8.132706489693264,16,10.0,12_2,1,49,9,49,166747
30,30,4,60.0,0.0,2,3,4,3,1,7,0,2,4.0,6,1,1,8,8,-1,0.0,2,2,0,3.0,3.0,1.0,1.0,0,1.0,0,520,1,1,0,4,520,1,1,4,0,0.0,5,1920.0,1.0,1,240,2.0,3.0,2,49,0,87,0,0.0,0.0,-1,8,4,68500,0.0008267652544540593,270400,270400,0.0,57600,1040,1.0,2080.0,136,24.0,1280,24.0,0.5,0.009486166007905139,0.4059328649492584,7.155396301896734,16,7.0,3_2,2,81,58,81,103680
31,70,0,50.0,2.0,3,3,4,9,1,2,0,5,4.0,4,2,1,3,3,-1,0.0,2,1,0,3.0,3.0,1.0,1.0,0,1.0,0,649,1,2,0,4,1317,3,2,6,0,0.0,5,1920.0,1.0,1,250,3.0,2.0,0,0,54,172,0,0.0,3.0,-1,8,4,40000,0.0015230293425314637,421201,1734489,0.0,62500,1966,1.0,5268.0,226,16.0,2216,16.0,1.5,0.005881660981061051,0.5940460081190798,7.7039102096163115,6,7.0,9_5,3,88,58,88,195008
32,20,3,0.0,0.0,2,3,1,19,2,2,0,2,5.0,6,1,1,6,6,-1,0.0,2,2,1,3.0,3.0,1.0,1.0,0,1.0,0,1228,1,3,1,4,1228,3,3,6,0,0.0,1,1966.0,1.0,1,271,3.0,3.0,2,0,65,0,0,0.0,3.0,-1,8,4,149350,0.0015392166233282418,1507984,1507984,0.0,73441,2456,1.5,6140.0,65,30.0,2727,30.0,1.2,0.0,0.4501466275659824,7.911324018963353,12,7.0,19_2,3,42,2,42,114534
33,20,3,85.0,0.0,3,3,0,5,2,2,0,2,8.0,5,1,1,12,13,-1,0.0,3,2,2,5.0,3.0,3.0,1.0,0,1.0,0,1234,1,4,1,4,1234,3,3,7,0,0.0,1,2007.0,2.0,2,484,3.0,3.0,2,0,30,0,0,0.0,0.0,-1,8,4,179900,0.0025986127165834646,1522756,1522756,0.0,234256,2468,2.0,9872.0,30,40.0,2952,40.0,1.0,0.007692307692307693,0.41788012190992213,7.990576881743923,25,9.0,5_2,1,1,1,1,2952
34,20,3,70.0,0.0,2,3,4,12,2,2,0,2,5.0,5,3,1,3,3,-1,0.0,2,2,1,3.0,3.0,1.0,3.0,1018,1.0,0,380,1,3,1,4,1700,4,3,6,1,4.0,1,1959.0,2.0,2,447,3.0,3.0,2,0,38,0,0,0.0,0.0,-1,8,4,165500,0.002366883953211483,1954404,2890000,0.0,199809,3098,2.0,8500.0,38,25.0,3545,25.0,1.6,0.006633184876338482,0.47941342357586014,8.173575486634153,6,9.0,12_2,2,51,51,51,180795
35,120,3,60.0,0.0,3,3,4,16,2,2,4,2,9.0,5,3,1,8,8,1,246.0,4,2,2,5.0,3.0,1.0,6.0,1153,1.0,0,408,1,4,1,4,1561,2,4,6,1,4.0,1,2005.0,3.0,2,556,3.0,3.0,2,203,47,0,0,0.0,0.0,-1,8,4,277500,0.0011178804200084307,2436721,2436721,60516.0,309136,3122,3.0,14049.0,250,45.0,3678,45.0,0.6666666666666666,0.008203445447087777,0.4243000815438978,8.210396255104774,16,14.0,16_2,3,2,2,2,7356
36,60,3,108.0,0.0,3,3,4,16,2,2,0,5,8.0,5,1,1,12,13,2,132.0,3,2,2,5.0,3.0,3.0,1.0,0,1.0,0,1117,1,4,1,4,2452,4,3,9,1,4.0,3,2004.0,3.0,3,691,3.0,3.0,2,113,32,0,0,0.0,0.0,-1,8,4,309000,0.0038497226753460255,1247689,6012304,17424.0,477481,3569,3.5,19616.0,145,40.0,4260,40.0,0.8888888888888888,0.008048289738430584,0.5754517718845341,8.357259153499912,25,9.0,16_5,4,2,1,2,8520
37,20,3,112.0,0.0,3,3,0,5,2,2,0,2,5.0,5,1,1,12,13,-1,0.0,2,2,2,4.0,3.0,1.0,1.0,0,1.0,0,1097,1,4,1,4,1097,3,2,6,0,0.0,1,1995.0,1.0,2,672,3.0,3.0,2,392,64,0,0,0.0,0.0,-1,8,4,145000,0.0025087652095132536,1203409,1203409,0.0,451584,2194,1.5,5485.0,456,25.0,2866,25.0,1.2,0.010313075506445672,0.3826299267527032,7.96102146588337,25,8.0,5_2,3,15,14,15,42990
38,20,3,74.0,0.0,3,3,4,12,2,2,0,2,5.0,6,3,1,13,14,1,650.0,2,2,1,3.0,3.0,1.0,3.0,1213,1.0,0,84,1,3,1,4,1297,3,2,5,1,3.0,1,1954.0,3.0,2,498,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,153000,0.0015347936217886046,1682209,1682209,422500.0,248004,2594,1.5,6485.0,0,30.0,3092,30.0,1.5,0.008672213758349935,0.4193339799547365,8.03689677268507,27,9.0,12_2,4,55,19,55,170060
39,20,3,68.0,0.0,3,3,4,12,2,2,0,2,5.0,7,1,1,12,13,-1,0.0,2,3,1,3.0,3.0,1.0,6.0,731,1.0,0,326,1,2,1,4,1057,3,3,5,0,0.0,5,1953.0,1.0,1,246,3.0,3.0,2,0,52,0,0,0.0,0.0,-1,8,0,109000,0.0013181474464877578,1117249,1117249,0.0,60516,2114,2.0,5285.0,52,35.0,2360,35.0,1.5,0.00858260759813202,0.4476916560779331,7.766840537085513,25,12.0,12_2,1,57,3,57,134520
40,90,3,65.0,0.0,3,3,4,7,2,2,2,2,4.0,5,1,1,0,10,-1,0.0,2,2,2,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2,0,2,1152,2,1,6,0,0.0,-1,1955.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,-1,8,1,82000,0.000750972614422019,0,1327104,0.0,0,1152,2.0,4608.0,0,20.0,1152,20.0,0.6666666666666666,0.010759807978811455,0.9991326973113617,7.050122520269059,10,0.0,7_2,3,53,53,53,61056
41,20,3,84.0,0.0,3,3,4,12,2,2,0,2,6.0,5,1,1,13,14,1,101.0,2,2,1,3.0,3.0,1.0,3.0,643,1.0,0,445,1,4,1,4,1324,3,2,6,1,3.0,1,1965.0,2.0,2,440,3.0,3.0,2,0,138,0,0,0.0,2.0,-1,8,0,160000,0.0015815451832138115,1183744,1752976,10201.0,193600,2412,2.0,7944.0,138,30.0,2852,30.0,1.0,0.009700889248181084,0.46407290571328424,7.9561263512135,27,9.0,12_2,1,41,41,41,116932
42,20,3,115.0,0.0,3,3,4,23,2,2,0,2,5.0,6,1,1,12,13,-1,0.0,2,3,1,3.0,3.0,4.0,4.0,967,1.0,0,383,1,3,1,4,1328,2,2,5,2,4.0,1,1959.0,2.0,1,308,3.0,3.0,1,0,104,0,0,0.0,0.0,-1,8,4,170000,0.0061320283583638675,1822500,1763584,0.0,94864,2678,2.0,6640.0,104,30.0,2986,30.0,0.8,0.006802318703418905,0.4445932373619016,8.00202481821611,25,10.0,23_2,3,48,48,48,143328
43,85,3,0.0,0.0,2,3,1,20,2,2,0,6,5.0,7,1,1,6,6,-1,0.0,2,2,1,4.0,3.0,3.0,5.0,747,2.0,93,0,1,3,1,4,884,2,3,5,0,0.0,1,1983.0,2.0,2,504,3.0,4.0,2,240,0,0,0,0.0,3.0,-1,8,4,144000,0.0017825314395786612,705600,781456,0.0,254016,1724,2.0,4420.0,240,35.0,2228,35.0,1.0,0.0,0.3965903992821893,7.709308333385869,12,12.0,20_6,1,24,24,24,53472
44,20,3,0.0,0.0,2,3,1,5,2,2,0,2,5.0,6,3,1,12,13,-1,0.0,2,2,1,4.0,3.0,3.0,2.0,280,4.0,491,167,1,2,1,4,938,3,2,5,0,0.0,5,1977.0,1.0,1,308,3.0,3.0,2,145,0,0,0,0.0,3.0,-1,8,4,130250,0.00179046604255931,879844,879844,0.0,94864,1876,2.0,4690.0,145,30.0,2184,30.0,1.5,0.0,0.42929061784897027,7.68937110752969,25,9.0,5_2,3,33,28,33,72072
45,20,3,70.0,0.0,3,3,4,12,2,2,0,2,5.0,6,1,1,3,14,-1,0.0,2,2,1,3.0,3.0,1.0,5.0,179,4.0,506,465,1,4,1,0,1150,3,2,6,0,0.0,1,1959.0,2.0,1,300,3.0,3.0,2,0,0,0,0,0.0,0.0,-1,8,4,141000,0.001326024655264583,1322500,1322500,0.0,90000,2300,2.0,5750.0,0,30.0,2600,30.0,1.5,0.008809463881198087,0.44213763936947326,7.8636512654486515,17,11.0,12_2,2,47,47,47,122200
46,120,3,61.0,0.0,3,3,4,16,2,2,4,2,9.0,5,3,1,8,8,1,412.0,4,2,2,5.0,3.0,1.0,6.0,456,1.0,0,1296,1,4,1,4,1752,2,4,6,1,4.0,1,2005.0,2.0,2,576,3.0,3.0,2,196,82,0,0,0.0,0.0,-1,8,4,319900,0.0012293662326363828,3069504,3069504,169744.0,331776,3504,3.0,15768.0,278,45.0,4080,45.0,0.6666666666666666,0.007964486225355791,0.4293065425140897,8.314097335405807,16,14.0,16_2,1,5,5,5,20400
47,50,3,48.0,0.0,2,3,1,11,2,2,0,0,7.0,5,1,1,12,13,-1,0.0,3,2,2,5.0,3.0,1.0,6.0,1351,1.0,0,83,1,4,1,4,2149,1,3,6,1,5.0,1,2003.0,2.0,2,670,3.0,3.0,2,168,43,0,198,0.0,0.0,-1,8,0,239686,0.0035121558271455824,2056356,4618201,0.0,448900,3583,2.5,15043.0,409,35.0,4253,35.0,0.4,0.003743273804881853,0.5051716031969911,8.355614995760183,25,14.0,11_0,3,6,6,6,25518
48,20,1,84.0,0.0,3,3,4,21,2,2,0,2,8.0,5,1,1,12,13,-1,0.0,3,2,2,4.0,3.0,3.0,6.0,24,1.0,0,1632,1,4,1,4,1656,3,3,7,0,0.0,1,2006.0,2.0,3,826,3.0,3.0,2,0,146,0,0,0.0,0.0,-1,8,4,249700,0.0026210785865543674,2742336,2742336,0.0,682276,3312,2.0,13248.0,146,40.0,4138,40.0,1.0,0.007569613409029468,0.40009664170089393,8.328209491748732,25,13.0,21_2,3,1,1,1,4138
49,190,4,33.0,0.0,3,3,4,17,2,2,1,5,4.0,5,1,1,8,8,-1,0.0,2,2,0,3.0,3.0,1.0,1.0,0,1.0,0,736,1,3,1,4,1452,2,2,8,0,0.0,-1,1920.0,0.0,0,0,0.0,0.0,0,0,0,102,0,0.0,0.0,-1,6,5,113000,0.00039210960264383,541696,2108304,0.0,0,2188,2.0,5808.0,102,20.0,2188,20.0,0.6666666666666666,0.007404083464213597,0.6633165829145728,7.691200097522863,16,7.0,17_5,3,89,1,89,194732
